Lon,Lat,Name,Region,Part_of,Type,Passages,Location,Pleiades,ToposText,Wikidata,Manto,Altname,URL,Arachne
23.87,38.53,"Euboea (island)","Hellas (Europe)","Hellas (Europe)",['nesos'],"['1.17.6','1.27.5','1.28.2','1.29.11','1.31.5','1.32.3','1.36.4','1.5.3','10.6.6','10.9.10','2.23.1','4.36.6','5.13.4','5.22.4','5.23.2','5.23.4','7.14.7','7.2.4','7.26.4','7.4.9','7.6.3','7.7.6','7.7.9','8.1.5','8.14.12','8.15.7','9.19.6','9.22.2','9.24.5','9.3.1']",NULL,https://pleiades.stoa.org/places/540775,NULL,https://wikidata.org/wiki/Q173096,NULL,NULL,NULL,NULL
31.033254529999997,39.64014749,"Asia Minor (Asia)","Asia (continent)","Asia (continent)","['major region']","['1.10.2','1.10.5','1.11.2','1.12.4','1.13.1','1.16.2','1.20.4','1.29.11','1.37.5','1.4.5','1.4.6','1.6.2','1.7.3','1.8.1','1.9.7','10.15.2','10.23.14','2.33.3','4.17.5','4.5.3','5.1.6','7.4.3','8.6.2']",NULL,https://pleiades.stoa.org/places/837,NULL,https://wikidata.org/wiki/Q51614,NULL,NULL,NULL,NULL
31.414722,41.284722,"Heraclea Pontica","Pontus Euxinus","Pontus Euxinus",['polis'],['5.26.7'],NULL,https://pleiades.stoa.org/places/844944,NULL,https://wikidata.org/wiki/Q302511,NULL,"Herakleia of Pontos",NULL,NULL
21.63166,37.63848,"Echo Stoa (Olympia)","Eleia Bk5 Bk6",Olympia,['stoa'],['5.21.17'],NULL,NULL,https://topostext.org/place/376216BOES,https://wikidata.org/wiki/Q19611482,NULL,NULL,NULL,NULL
23.72775,37.970278,"Theater of Dionysus Eleuthereus","Athenai Bk1","Dionysos Eleuthereus sanctuary, Athens",['theatron'],"['1.20.3','1.20.4','1.21.1','1.21.3','1.21.4','1.29.16','5.12.4']",NULL,https://pleiades.stoa.org/places/649966335,NULL,https://wikidata.org/wiki/Q1227044,NULL,NULL,NULL,NULL
21,39.2,"Dryopis region","Epiros region","Epiros region",['chora'],['5.1.2'],NULL,NULL,https://topostext.org/place/392210RDry,https://wikidata.org/wiki/Q122054986,NULL,NULL,NULL,NULL
24.382489999999997,36.67581,"Melos (island)","Aegean Sea (Hellas)","Cyclades region (Aegean)",['nesos'],['5.23.2'],NULL,https://pleiades.stoa.org/places/570475,NULL,https://wikidata.org/wiki/Q203979,NULL,NULL,https://imperium.ahlfeldt.se/places/41354,NULL
22.4502,37.0363,"Throne at Amyclae","Lakonia Bk3","Amyclae (Laconia)",['thronos'],"['3.18.9','3.19.1','5.11.4']","Amyclae (Laconia)",NULL,NULL,https://wikidata.org/wiki/Q106363909,NULL,NULL,NULL,NULL
14.08648465,37.53667612,"Megara Hyblaia","Sicilia (island)","Sicilia (island)",['chorion'],"['5.23.6','7.15.8']","Sicilia (island)",https://pleiades.stoa.org/places/462307,NULL,https://wikidata.org/wiki/Q1457477,NULL,NULL,NULL,NULL
22.5,37.001,"Lakonia Bk3",NULL,Peloponnesos,['chora'],"['1.11.2','1.13.4','1.13.5','1.13.6','1.13.7','1.18.4','1.28.4','1.38.4','10.13.10','10.2.2','10.38.10','10.9.5','10.9.9','2.18.8','2.22.6','2.3.5','2.9.2','3.1.1','3.1.3','3.1.5','3.11.1','3.12.9','3.14.9','3.16.9','3.18.3','3.20.10','3.20.11','3.20.3','3.21.3','3.21.6','3.22.6','3.23.11','3.23.6','3.24.1','3.24.6','3.3.3','3.4.1','3.7.10','3.7.11','3.7.7','3.8.1','3.9.10','4.1.1','4.10.7','4.16.8','4.17.1','4.18.1','4.18.2','4.20.5','4.23.5','4.27.1','4.28.2','4.28.5','4.30.2','4.4.6','4.4.7','4.5.9','4.7.2','5.17.1','5.9.1','7.1.5','7.1.6','7.1.7','7.10.3','7.11.8','7.12.7','7.13.3','7.13.7','7.18.5','7.20.8','7.25.3','7.6.2','7.6.3','7.8.4','7.9.1','8.11.5','8.12.6','8.12.8','8.35.3','8.5.13','8.5.7','8.50.2','8.50.5','8.51.1','8.53.11','9.13.5','9.14.1','9.14.6']",NULL,https://pleiades.stoa.org/places/570406,https://topostext.org/place/370225RLak,https://wikidata.org/wiki/Q11931074,NULL,"Laconia Lacedaemonia",NULL,NULL
21.630126,37.637849,"Altar of Idaean Heracles (Parastates) and other Curetes at Olympia","Eleia Bk5 Bk6",Olympia,['bomos'],['5.8.1'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27.217489999999998,38.55733,"Tantalus lake in Lydia","Asia Minor (Asia)","Lydia (province)",['limne'],"['5.13.7','8.17.3']",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34.5,41.5,Assyria,"Asia (continent)","Asia (continent)",['chora'],['5.12.4'],NULL,https://pleiades.stoa.org/places/844869,NULL,https://wikidata.org/wiki/Q4810454,NULL,NULL,NULL,NULL
21.630126,37.637849,"Altar of Athena Leitis at Olympia","Eleia Bk5 Bk6",Olympia,['bomos'],['5.14.5'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22.756111,37.730833,Mycenae,"Argolid Bk2","Argolid Bk2",['settlement'],"['10.20.1','2.15.4','2.16.3','2.16.4','2.16.5','2.16.6','2.17.1','2.18.1','2.4.2','5.23.3','7.25.5','8.27.1','8.33.2','8.5.4','9.34.6']",NULL,https://pleiades.stoa.org/places/570491,NULL,https://wikidata.org/wiki/Q132564,NULL,NULL,NULL,NULL
23.243591,37.385218,Hermione,"Hermionis Bk2","Hermionis Bk2",['polis'],"['2.32.7','2.34.11','2.34.12','2.34.4','2.34.5','2.34.6','2.34.8','2.35.4','2.35.9','3.14.5','4.34.9','5.23.2','8.1.1']",NULL,https://pleiades.stoa.org/places/570292,NULL,https://wikidata.org/wiki/Q58401924,NULL,Hermion,NULL,NULL
21.374,37.89,"Piera spring, on the road from Olympia to Elis","Eleia Bk5 Bk6","Elis polis",['pege'],['5.16.8'],"Elis polis",https://pleiades.stoa.org/places/573465,NULL,NULL,NULL,NULL,NULL,NULL
16.4908,39.71569,Sybaris,"Italia (Europe)","Italia (Europe)",['polis'],"['5.8.9','6.19.9']",NULL,https://pleiades.stoa.org/places/573537,NULL,https://wikidata.org/wiki/Q220583,NULL,NULL,NULL,NULL
21.6336,37.637,"Altar of the Moirae (Fates) at Olympia","Eleia Bk5 Bk6","Hippodrome (Olympia)",['bomos'],['5.15.5'],"Hippodrome (Olympia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
27.372700000000002,36.685,"Bridge to Cherronesos, Knidos","Asia Minor (Asia)",Knidos,['gephyra'],['5.24.7'],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27.517573,38.5829,"sanctuary of Meter Plastena near Magnesia","Asia Minor (Asia)","Magnesia ad Sipylum",['hieron'],['5.13.7'],NULL,https://pleiades.stoa.org/places/550736,NULL,https://wikidata.org/wiki/Q1404385,NULL,NULL,NULL,NULL
21.62932,37.63923,"Banqueting room of the Eleans inside the Prytaneion, opposite the room of the Hearth.","Eleia Bk5 Bk6","Prytaneion (Olympia)",['thalamos'],['5.15.12'],"Prytaneion (Olympia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
23.581173,38.30019833,"Asopos (river)","Boiotia Bk9","Boiotia Bk9",['potamos'],"['2.5.2','2.6.1','2.6.4','5.14.3','9.1.1','9.1.2','9.3.7','9.4.4','9.8.1']",NULL,https://pleiades.stoa.org/places/540672,NULL,https://wikidata.org/wiki/Q2737429,NULL,NULL,NULL,NULL
12.432028,44.952389,"sands of the Eridanus river, source of amber","Italia (Europe)","Padus/Eridanus (river)",['potamos'],['5.12.7'],"Padus/Eridanus (river)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
27.453939999999996,38.5668,"Tomb of Tantalus son of Zeus on Mt. Sipylos","Asia Minor (Asia)",Sipylos,['mnema'],"['2.22.3','5.13.7']",Sipylos,NULL,NULL,NULL,https://resource.manto.unh.edu/10186979,NULL,NULL,NULL
21.630126,37.637849,"fence surrounding the altar of Zeus Kataibatos in Olympia","Eleia Bk5 Bk6",Olympia,['toichos'],['5.14.10'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.724777,37.439599,"Temple of Zeus Leucaeus, Lepreon","Eleia Bk5 Bk6",Lepreon,['naos'],['5.5.5'],Lepreon,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.518,37.901,"Pylos (Eleia)","Eleia Bk5 Bk6","Eleia Bk5 Bk6",['settlement'],"['2.18.7','4.1.3','4.36.1','5.3.1','6.22.5','6.22.6','6.25.2','6.25.3']",NULL,https://pleiades.stoa.org/places/570639,https://topostext.org/place/373216PPyl,https://wikidata.org/wiki/Q7263101,NULL,NULL,NULL,NULL
27.535590000000003,37.83698,"Lethaios (river, Asia Minor)","Asia (continent)","Ionia (region)",['potamos'],"['1.35.6','10.32.6','5.21.10','6.17.3']",NULL,https://pleiades.stoa.org/places/599765,NULL,NULL,NULL,NULL,NULL,NULL
25.3767,37.1065,"Naxos island polis","Aegean Sea (Hellas)","Cyclades region (Aegean)",['polis'],"['5.10.3','6.16.5']",NULL,https://pleiades.stoa.org/places/599821,NULL,https://wikidata.org/wiki/Q96575378,NULL,NULL,NULL,NULL
23.3484,37.5033,"Troizen (Troizenia)","Troizenia Bk2","Troizenia Bk2",['polis'],"['1.22.2','1.25.4','1.27.7','1.8.2','10.5.6','2.1.4','2.30.9','2.31.4','2.31.9','2.32.6','2.34.1','2.34.12','5.23.2','8.1.1']",NULL,https://pleiades.stoa.org/places/570756,https://topostext.org/place/375234PTro,https://wikidata.org/wiki/Q581494,NULL,Troezen,NULL,NULL
22.5,42.5,"Macedonia (Europe)",Europe,"Hellas (Europe)","['major region']","['10.20.5','10.33.3','10.8.4','3.6.8','5.5.1','5.8.11','6.4.10','6.5.5','7.10.7','7.13.1','7.15.11','7.15.2','7.16.1','7.17.2','7.25.6','7.7.7','7.8.3','7.8.8','8.49.5','8.49.6','8.8.11','8.8.12','9.40.8','9.40.9']",NULL,https://pleiades.stoa.org/places/491656,https://topostext.org/place/408225RMak,https://wikidata.org/wiki/Q81734,NULL,NULL,NULL,NULL
22.6252,37.9313,"Gonousa fort (Korinthia)","Corinthia Bk2","Corinthia Bk2",['settlement'],"['2.4.4','5.18.7']",NULL,https://pleiades.stoa.org/places/573235,https://topostext.org/place/379226FGon,https://wikidata.org/wiki/Q5582063,NULL,NULL,NULL,NULL
26.95080175,38.84644288,Aeolis,"Asia (continent)","Asia Minor (Asia)",['chora'],"['3.2.1','5.24.6','7.5.1']",NULL,https://pleiades.stoa.org/places/550406,NULL,https://wikidata.org/wiki/Q255325,NULL,NULL,NULL,NULL
21.63042,37.63794,"Zeus temple (Olympia)","Eleia Bk5 Bk6","Altis sacred grove (Olympia)",['naos'],"['5.10.10','5.10.2','5.10.3','5.10.4','5.10.5','5.10.9','5.12.4','5.12.5','5.12.8','5.13.1','5.14.4','5.14.5','5.24.1','5.24.3','5.25.1','5.25.8']",NULL,NULL,https://topostext.org/place/376216SOZe,https://wikidata.org/wiki/Q197019,NULL,"temple of Olympian Zeus at Olympia",NULL,NULL
35.209358,33.268071,"Tyrus/Col. Septimia Severa","Asia (continent)",Phoenice,['polis'],"['5.25.12','7.5.5']",NULL,https://pleiades.stoa.org/places/678437,NULL,https://wikidata.org/wiki/Q58455019,NULL,NULL,NULL,NULL
23.34285,37.997,"Megara (Megarid)","Megarid Bk1","Megarid Bk1",['polis'],"['1.35.2','1.36.3','1.39.1','1.39.4','1.39.5','1.39.6','1.40.1','1.41.2','1.41.5','1.41.6','1.41.7','1.43.3','1.43.5','1.44.2','1.44.4','1.44.6','1.5.3','1.5.4','10.11.6','2.34.7','4.36.1','5.23.5','5.26.7','6.7.2','7.15.10','9.2.3']",NULL,https://pleiades.stoa.org/places/570468,https://topostext.org/place/380233PMeg,https://wikidata.org/wiki/Q42307600,NULL,NULL,NULL,NULL
27.1,37.5,"River flowing under sea from Mt. Mycale to Panormos","Asia Minor (Asia)","Ionia (region)","['potamos','thalassa']",['5.7.5'],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29.025789,40.983393,Chalcedon,"Asia Minor (Asia)","Bithynia (region)",['polis'],['5.17.4'],NULL,https://pleiades.stoa.org/places/520988,NULL,https://wikidata.org/wiki/Q337381,NULL,NULL,NULL,NULL
21.602752,37.609552,"Tomb of Xenophon in Scillous","Eleia Bk5 Bk6",Skillous,['mnema'],['5.6.6'],Skillous,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27.5,37.5,"Lydia (province)","Asia Minor (Asia)","Asia Minor (Asia)",['chora'],"['5.27.5','7.17.9']",NULL,https://pleiades.stoa.org/places/991385,NULL,https://wikidata.org/wiki/Q620765,NULL,NULL,NULL,NULL
26.936283000000003,38.75953,Kyme,"Asia Minor (Asia)",Aeolis,['polis'],"['5.7.8','7.3.10']",NULL,https://pleiades.stoa.org/places/550506,NULL,https://wikidata.org/wiki/Q679305,NULL,"Cyme, Aeolis",NULL,NULL
26.23873,39.9577,Ilium,"Asia Minor (Asia)",Troas,['settlement'],"['1.1.2','1.11.1','1.12.1','1.12.5','1.15.2','1.23.4','1.28.9','1.35.1','1.35.4','1.37.3','1.4.6','1.43.1','10.1.3','10.12.2','10.17.6','10.25.8','10.27.4','10.30.8','10.31.7','10.33.2','10.36.10','10.38.5','2.16.6','2.17.3','2.18.5','2.20.6','2.22.2','2.23.1','2.23.5','2.24.2','2.24.3','2.25.5','2.30.10','2.32.2','2.4.2','3.12.6','3.22.2','3.24.11','3.26.10','3.4.7','3.9.3','5.13.4','5.13.5','5.17.10','5.18.3','5.22.4','5.3.4','5.4.7','6.25.3','7.19.6','7.19.9','7.24.2','7.3.7','7.6.3','8.1.3','8.10.10','8.10.9','8.12.6','8.12.9','8.15.6','8.15.7','8.23.4','8.24.10','8.28.4','8.33.2','8.44.4','8.45.2','8.46.2','8.5.2','8.5.3','8.53.7','8.6.1','9.18.5','9.37.7','9.39.3','9.4.3','9.41.2','9.5.14','9.5.15']",NULL,https://pleiades.stoa.org/places/550595,NULL,https://wikidata.org/wiki/Q22647,NULL,"Troy, Troia, Ilion",NULL,NULL
27.52707,37.49759,"Heraclea ad Latmum","Asia Minor (Asia)","Caria region",['polis'],['5.1.5'],NULL,https://pleiades.stoa.org/places/599640,NULL,https://wikidata.org/wiki/Q1313279,NULL,NULL,NULL,NULL
14.08648465,37.53667612,Sicani,"Sicilia (island)","Sicilia (island)",['chora'],"['5.25.6','8.24.2']","Sicilia (island)",https://pleiades.stoa.org/places/462491,NULL,https://wikidata.org/wiki/Q952123,NULL,NULL,NULL,NULL
21.62975,37.63754,"House of Oenomaus at Olympia (foundations)","Eleia Bk5 Bk6","Altis sacred grove (Olympia)",['oikia'],['5.14.7'],"Altis sacred grove (Olympia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
27.5,37.5,"Caria region","Asia (continent)","Asia Minor (Asia)",['chora'],"['1.1.3','1.29.7','2.30.9','2.5.3','2.7.1','3.26.10','4.35.11','4.5.3','5.24.7','6.13.3','7.3.1','8.45.5']",NULL,https://pleiades.stoa.org/places/599564,NULL,https://wikidata.org/wiki/Q193214,NULL,Karia,NULL,NULL
15.601,38.2155,"Strait of Messina","Sicilia (island)","Sicilia (island)",['strait'],"['4.26.3','5.25.2','5.25.3','5.26.5','6.2.10','6.4.3']",NULL,https://pleiades.stoa.org/places/462494,NULL,https://wikidata.org/wiki/Q134705,NULL,"Sikelikos Porthmos",NULL,NULL
21.62975,37.63754,"Altar of the Horae in Olympia","Eleia Bk5 Bk6","Altis sacred grove (Olympia)",['bomos'],['5.15.3'],"Altis sacred grove (Olympia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.630126,37.637849,"Altar of the Muses in Olympia","Eleia Bk5 Bk6",Olympia,['bomos'],['5.14.10'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20.72,38.36,"Dolicha (Kefallenia)","Hellas (Europe)","Ionian Sea (Greece/Italy)",['settlement'],['5.3.3'],NULL,NULL,https://topostext.org/place/383213IDol,https://wikidata.org/wiki/Q3038108,NULL,NULL,NULL,NULL
42.4378759,43.3525468,"Caucasus (mountain range)","Pontus Euxinus",Colchis/Lazike,['oros'],['5.11.6'],NULL,https://pleiades.stoa.org/places/863766,NULL,https://wikidata.org/wiki/Q5477,NULL,NULL,NULL,NULL
21.63042,37.63794,"Pillar / column close to the doors of the temple of Zeus at Olympia","Eleia Bk5 Bk6","Zeus temple (Olympia)",['kion'],['5.10.10'],"Zeus temple (Olympia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.842,37.4075,Phigaleia,"Arcadia Bk8","Arcadia Bk8","['chora','polis']","['3.17.9','4.24.1','5.5.4','6.6.1','8.3.1','8.3.2','8.30.4','8.39.1','8.39.2','8.39.3','8.39.4','8.39.5','8.41.2','8.41.4','8.41.7','8.41.9','8.42.1','8.42.11','8.42.6','8.5.7']",NULL,https://pleiades.stoa.org/places/570598,https://topostext.org/place/374218PPhi,https://wikidata.org/wiki/Q7623270,NULL,"Phigalia Phialia",NULL,NULL
21.630126,37.637849,"Altar of Zeus Chthonius at Olympia","Eleia Bk5 Bk6",Olympia,['bomos'],['5.14.8'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23.790499999999998,38.3982,"Eretria (Euboea)","Euboea (island)","Euboea (island)",['chora'],"['4.2.3','5.13.5','7.10.2','7.8.1']",NULL,https://pleiades.stoa.org/places/579925,https://topostext.org/place/384238PEre,https://wikidata.org/wiki/Q16562724,NULL,NULL,NULL,NULL
15.29293,37.0570712,"Ortygia (island)","Sicilia (island)",Syracusae/Syrakousai,['nesos'],"['5.7.2','5.7.3','8.54.3']",NULL,https://pleiades.stoa.org/places/462402,NULL,https://wikidata.org/wiki/Q1233234,NULL,NULL,NULL,NULL
21.62933,37.63871,"Philippeion (Olympia)","Eleia Bk5 Bk6","Altis sacred grove (Olympia)",['oikema'],"['5.17.4','5.20.10','5.20.9']",NULL,NULL,https://topostext.org/place/376216BOPl,https://wikidata.org/wiki/Q3396766,NULL,NULL,NULL,NULL
21.630126,37.637849,"Temple of Kronos at Olympia","Eleia Bk5 Bk6",Olympia,['naos'],['5.7.6'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24.7708,35.2263,"Ida Mt. (Crete)",Crete,Crete,['settlement'],"['5.7.6','5.8.1']",NULL,https://pleiades.stoa.org/places/589816,https://topostext.org/place/352248LIda,https://wikidata.org/wiki/Q83659,NULL,NULL,NULL,NULL
21.374,37.89,"Sanctuary of Athena surnamed Mother in Elis","Eleia Bk5 Bk6","Elis polis",['hieron'],['5.3.2'],"Elis polis",NULL,NULL,https://wikidata.org/wiki/Q134036747,https://resource.manto.unh.edu/11191186,NULL,NULL,NULL
21.62975,37.63754,"Altar of Zeus Keraunios at Olympia","Eleia Bk5 Bk6","House of Oenomaus at Olympia (foundations)",['bomos'],['5.14.7'],"House of Oenomaus at Olympia (foundations)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15.29382,37.05963,"Tomb of Lygdamis near the quarries at Syracuse","Sicilia (island)",Syracusae/Syrakousai,['mnema'],['5.8.8'],Syracusae/Syrakousai,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.630126,37.637849,"Altars of the brothers of Herakles: Epimedes, Idas, Paeonaeus and Iasus in Olympia","Eleia Bk5 Bk6",Olympia,['bomos'],['5.14.7'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.630126,37.637849,"Altar of Dionysos at Olympia","Eleia Bk5 Bk6",Olympia,['bomos'],['5.15.4'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22.450723,37.331323,"Spring near Phylake feeding Alpheios river","Arcadia Bk8",Phylake,['pege'],"['5.7.1','8.54.1']",Phylake,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33.7104,16.938,Meroe,"Libya (Africa)","Egypt (region)",['polis'],"['1.33.4','5.7.4']",NULL,https://pleiades.stoa.org/places/805630,NULL,https://wikidata.org/wiki/Q5780,NULL,NULL,NULL,NULL
27.339721999999995,37.941944,Ephesos,"Asia Minor (Asia)","Ionia (region)",['polis'],"['1.9.7','10.9.9','3.17.4','4.31.8','5.12.4','7.2.7','7.2.8','7.3.4','7.3.5','7.5.10']",NULL,https://pleiades.stoa.org/places/599612,NULL,https://wikidata.org/wiki/Q47611,NULL,"Ephesus, Arsinoeia",NULL,NULL
21.62975,37.63754,"Altar of Zeus Herkeios at Olympia at House of Oenomaus","Eleia Bk5 Bk6","House of Oenomaus at Olympia (foundations)",['bomos'],['5.14.7'],"House of Oenomaus at Olympia (foundations)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15.649244000000001,38.111146,Rhegion,"Italia (Europe)","Italia (Europe)",['polis'],"['4.23.6','4.26.2','5.25.2','5.26.4','5.26.5','5.27.8','6.6.4']",NULL,https://pleiades.stoa.org/places/452416,NULL,https://wikidata.org/wiki/Q3429952,NULL,NULL,NULL,NULL
