Lon,Lat,Name,Region,Part_of,Type,Passages,Location,Pleiades,ToposText,Wikidata,Manto,Altname,URL,Arachne
22.7145,37.9834,"Sicyon (Sikyonia)","Sikyonia Bk2","Sikyonia Bk2",['polis'],"['1.25.4','1.27.5','10.11.6','10.8.5','2.1.1','2.10.1','2.10.6','2.11.2','2.11.3','2.11.5','2.12.2','2.12.3','2.13.1','2.15.1','2.25.5','2.25.6','2.3.10','2.3.6','2.4.4','2.5.2','2.5.5','2.5.6','2.5.8','2.6.2','2.6.5','2.6.6','2.6.7','2.7.1','2.7.2','2.7.3','2.7.6','2.7.7','2.7.9','2.8.1','2.9.2','2.9.4','4.10.6','4.11.8','4.14.1','4.15.7','5.18.7','5.21.3','6.3.3','7.1.1','7.23.8','7.26.12','7.26.13','7.26.2','7.26.6','7.27.12','7.6.1','8.1.2']",NULL,https://pleiades.stoa.org/places/570668,https://topostext.org/place/380227PSik,https://wikidata.org/wiki/Q368628,NULL,Sikyon,NULL,NULL
22.6337672,38.8678937,Phthiotis,"Hellas (Europe)","Hellas (Europe)",['chora'],"['10.20.6','6.11.5','7.1.6']",NULL,https://pleiades.stoa.org/places/541052,NULL,https://wikidata.org/wiki/Q2089144,NULL,NULL,NULL,NULL
12.4843457,41.89262,Rome,"Italia (Europe)","Roman empire",['polis'],"['10.34.4','10.36.6','10.8.6','2.1.2','2.21.6','4.35.10','5.25.8','6.9.3','7.10.11','7.10.12','7.12.2','7.12.7','7.12.8','7.12.9','7.13.5','7.14.1','7.14.3','7.14.5','7.22.5','7.22.9','7.8.6','7.9.1','7.9.4','7.9.6','8.17.4','9.27.3','9.27.4']",NULL,https://pleiades.stoa.org/places/423025,NULL,https://wikidata.org/wiki/Q18287233,NULL,Roma,NULL,NULL
25.3,38.1,"Aegean Sea (Hellas)",NULL,"Internum Mare",['thalassa'],"['1.1.1','1.1.2','1.1.3','1.1.5','1.12.5','1.13.2','1.17.3','1.22.4','1.23.3','1.26.5','1.27.9','1.28.11','1.31.1','1.32.7','1.33.2','1.34.1','1.35.5','1.38.1','1.38.4','1.4.3','1.4.5','1.8.1','1.9.7','2.12.2','2.22.1','2.26.9','2.29.10','2.29.6','2.30.7','2.34.6','2.34.8','2.36.4','2.36.6','2.36.7','2.37.1','2.37.2','2.38.1','2.38.4','2.5.3','4.34.12','5.21.10','5.23.2','6.16.5','8.14.12','9.11.5','9.15.5']",NULL,https://pleiades.stoa.org/places/560221,https://topostext.org/place/381253WAeg,https://wikidata.org/wiki/Q34575,NULL,NULL,NULL,NULL
0.5,41.5,"Iberi (Spain)",Europe,Europe,['chora'],['6.19.3'],NULL,https://pleiades.stoa.org/places/246423,https://topostext.org/place/390000RIbe,https://wikidata.org/wiki/Q190992,NULL,Iberia,NULL,NULL
27.453939999999996,38.5668,Sipylos,"Asia Minor (Asia)","Lydia (province)",['oros'],"['1.21.3','1.24.8','2.22.3','3.22.4','5.13.7','6.22.1','7.24.13','7.27.12','8.17.3','8.2.7','8.38.10']",NULL,https://pleiades.stoa.org/places/550884,NULL,https://wikidata.org/wiki/Q532698,NULL,"Mount Sipylus /Manisa Dağı",NULL,NULL
22.792,36.8,"Akriai (Lakonia)","Lakonia Bk3","Lakonia Bk3",['polis'],"['3.21.7','3.22.4','3.22.6','3.22.9','6.21.10']",NULL,https://pleiades.stoa.org/places/570058,https://topostext.org/place/368228UAkr,https://wikidata.org/wiki/Q25858222,NULL,NULL,NULL,NULL
21.6336,37.637,"Tomb of Dameon and his horse at Olympia, perhaps Taraxippos","Eleia Bk5 Bk6","Hippodrome (Olympia)",['mnema'],['6.20.16'],"Hippodrome (Olympia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
18.3062,40.388,"harbor built by Hadrian","Italia (Europe)","Italia (Europe)",['limen'],['6.19.9'],NULL,https://pleiades.stoa.org/places/442607,NULL,https://wikidata.org/wiki/Q2577829,NULL,"San Cataldo?",NULL,NULL
29.318359999999995,36.355934,Xanthos,"Asia Minor (Asia)","Lycia region",['polis'],['6.13.3'],NULL,https://pleiades.stoa.org/places/639166,NULL,https://wikidata.org/wiki/Q464936,NULL,NULL,NULL,NULL
18.490953,40.145948,Hydruntum/Hydrous,"Italia (Europe)","Italia (Europe)",['settlement'],['6.19.9'],NULL,https://pleiades.stoa.org/places/442615,NULL,https://wikidata.org/wiki/Q52174,NULL,NULL,NULL,NULL
35.238333,31.928332999999995,"Tomb of Silenos in Judaea","Asia (continent)",Iudaea,['mnema'],['6.24.8'],Iudaea,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17.129,39.081,Croton,"Italia (Europe)","Italia (Europe)",['polis'],"['3.3.1','6.14.5','6.14.8','7.25.11']",NULL,https://pleiades.stoa.org/places/452317,NULL,https://wikidata.org/wiki/Q13526919,NULL,NULL,NULL,NULL
21.374,37.89,"Temple of Silenos at Elis","Eleia Bk5 Bk6","Elis polis",['naos'],['6.24.8'],"Elis polis",NULL,NULL,https://wikidata.org/wiki/Q107031206,NULL,NULL,NULL,NULL
21.6336,37.637,"Hippodrome (Olympia)","Eleia Bk5 Bk6",Olympia,"['choma ges','hippodrome']","['5.15.5','6.20.10','6.20.15','6.21.1']",NULL,NULL,https://topostext.org/place/376216BOHi,https://wikidata.org/wiki/Q19602775,NULL,NULL,NULL,NULL
26.1342335,38.37641,"Chios (polity)","Aegean Sea (Hellas)","Aegean Sea (Hellas)",['polis'],"['10.9.9','6.15.2','6.9.3','7.4.10']",NULL,https://pleiades.stoa.org/places/550496,NULL,https://wikidata.org/wiki/Q748832,NULL,NULL,NULL,NULL
21.7208,37.6487,"Sanctuary of Dionysos Leukyanites, near Leukyanias river, Elis","Eleia Bk5 Bk6","Eleia Bk5 Bk6",['hieron'],['6.21.5'],NULL,NULL,NULL,https://wikidata.org/wiki/Q107031183,NULL,NULL,NULL,NULL
26.78548,39.00699,"Arginous(s)ai Inss.","Asia Minor (Asia)",Aeolis,['battlefield'],['6.7.7'],NULL,https://pleiades.stoa.org/places/550449,NULL,https://wikidata.org/wiki/Q23822737,NULL,NULL,NULL,NULL
22.3584897,40.0862269,"Land around Olympos mountain","Hellas (Europe)","Olympos (mountain in Greece)",['chora'],['6.5.5'],"Olympos (mountain in Greece)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.629,37.472,"Akidas river (Eleia)","Eleia Bk5 Bk6","Eleia Bk5 Bk6",['potamos'],"['5.18.6','5.5.8','5.5.9','6.21.6']",NULL,https://pleiades.stoa.org/places/573064,https://topostext.org/place/375216WAki,https://wikidata.org/wiki/Q3791516,NULL,NULL,NULL,NULL
21.374,37.89,"Palaistra of Maltho gymnasium of Elis","Eleia Bk5 Bk6","Maltho gymnasium at Elis",['palaistra'],['6.23.5'],"Maltho gymnasium at Elis",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.374,37.89,"Sanctuary of Dionysos at Elis with theater","Eleia Bk5 Bk6","Elis polis",['hieron'],['6.26.1'],"Elis polis",NULL,NULL,https://wikidata.org/wiki/Q107002764,NULL,NULL,NULL,NULL
21.925,37.186,"Ithome Mt. (Messenia)","Messenia Bk4","Messenia Bk4","['oros','settlement']","['1.29.8','10.38.10','3.11.8','4.1.3','4.10.1','4.11.2','4.11.4','4.12.2','4.12.5','4.12.9','4.13.6','4.14.2','4.15.1','4.20.4','4.23.6','4.24.6','4.24.7','4.26.3','4.26.7','4.29.2','4.29.5','4.3.9','4.31.4','4.33.1','4.9.1','4.9.2','4.9.4','6.3.13','8.50.5']",NULL,https://pleiades.stoa.org/places/570318,https://topostext.org/place/372219LIth,https://wikidata.org/wiki/Q602538,NULL,NULL,NULL,NULL
21.3746,37.8917,"Agora of Elis","Eleia Bk5 Bk6","Elis polis",['agora'],"['6.24.1','6.24.2','6.24.3','6.24.5','6.24.9','6.26.1']",NULL,NULL,https://topostext.org/place/379214XEAg,https://wikidata.org/wiki/Q106996940,NULL,NULL,NULL,NULL
22.7195,37.6316,"Argos (Argolid)","Argolid Bk2","Argolid Bk2",['polis'],"['1.13.7','1.13.8','1.14.2','1.25.4','1.27.10','1.33.1','1.41.1','1.43.7','1.43.8','10.10.5','10.35.1','10.8.5','2.13.1','2.15.1','2.15.2','2.15.4','2.16.1','2.16.2','2.16.3','2.18.1','2.18.5','2.18.7','2.18.8','2.19.3','2.20.4','2.20.5','2.20.8','2.21.7','2.22.4','2.22.6','2.22.8','2.23.1','2.23.5','2.24.5','2.25.1','2.25.2','2.25.5','2.25.7','2.25.8','2.28.4','2.30.10','2.34.4','2.34.5','2.35.2','2.36.6','2.38.1','2.4.2','2.6.6','2.8.6','3.1.4','3.1.5','3.9.1','4.1.1','4.1.2','4.10.6','4.12.3','4.14.1','4.14.8','4.15.7','4.17.5','4.3.3','4.35.2','4.8.8','6.13.7','6.2.2','6.9.3','7.1.5','7.1.6','7.1.7','7.14.1','7.17.1','7.20.8','7.23.10','7.4.4','7.6.3','8.24.8','8.27.1','8.5.7','8.54.5','9.25.1','9.36.6','9.36.7','9.5.12']",NULL,https://pleiades.stoa.org/places/570106,https://topostext.org/place/376227PArg,https://wikidata.org/wiki/Q13533353,NULL,NULL,NULL,NULL
27.37404,36.686188,Knidos,"Asia Minor (Asia)","Cherronesos of Knidos",['polis'],"['1.1.3','1.2.2','10.11.1','10.11.3','5.24.7','6.3.16','8.30.2']",NULL,https://pleiades.stoa.org/places/599576,NULL,https://wikidata.org/wiki/Q690575,NULL,Cnidus,https://imperium.ahlfeldt.se/places/21190,NULL
21.627,37.64,"Kladeos river (Eleia)","Eleia Bk5 Bk6","Eleia Bk5 Bk6",['potamos'],"['5.15.7','6.20.6','6.21.3']",NULL,https://pleiades.stoa.org/places/570358,https://topostext.org/place/378218WKla,https://wikidata.org/wiki/Q647970,NULL,NULL,NULL,NULL
21.374,37.89,"Plethrion weigh-in spot in gymnasium of Elis","Eleia Bk5 Bk6","Gymnasium of Elis",['gymnasion'],['6.23.2'],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23.726464,37.971687,"Athenai Bk1","Attica Bk1","Attica Bk1",['polis'],"['1.1.2','1.1.5','1.14.1','1.14.5','1.14.7','1.15.2','1.17.6','1.18.4','1.18.8','1.19.1','1.2.1','1.2.4','1.2.5','1.20.4','1.20.5','1.20.6','1.20.7','1.22.3','1.23.9','1.25.5','1.25.8','1.26.2','1.26.3','1.26.6','1.27.10','1.27.2','1.27.3','1.27.5','1.27.6','1.27.8','1.28.4','1.28.8','1.29.12','1.29.2','1.3.2','1.30.1','1.30.2','1.32.3','1.32.6','1.33.1','1.33.2','1.34.3','1.35.3','1.36.3','1.37.5','1.37.6','1.37.7','1.39.4','1.40.5','1.41.4','1.41.9','1.8.5','10.10.1','10.18.7','10.2.3','10.21.6','10.23.14','10.3.1','10.34.8','10.35.8','10.37.6','10.4.3','10.4.9','10.8.5','2.1.4','2.14.4','2.18.9','2.26.2','2.27.2','2.3.8','2.31.7','2.33.4','2.33.5','2.6.5','3.12.7','3.3.7','3.4.2','3.5.2','3.6.4','3.6.5','3.8.6','3.9.6','4.13.7','4.15.1','4.17.5','4.2.6','4.26.8','4.5.10','4.5.2','5.10.4','5.11.6','5.12.4','5.19.3','5.21.1','5.26.6','5.6.5','6.17.9','6.20.14','6.22.7','7.1.2','7.1.3','7.10.4','7.11.6','7.2.2','7.2.7','7.20.6','7.24.5','7.25.2','7.25.4','7.7.8','7.9.6','8.11.6','8.23.3','8.37.3','8.8.6','9.1.4','9.14.7','9.15.4','9.15.5','9.26.6','9.3.2','9.30.1','9.32.5','9.35.3','9.39.1','9.6.2','9.7.1']",NULL,https://pleiades.stoa.org/places/579885,NULL,https://wikidata.org/wiki/Q844930,NULL,"Athens Athenae polis",NULL,NULL
21.630126,37.637849,"hill west of the Kladeus at Olympia","Eleia Bk5 Bk6",Olympia,['lophos'],['6.20.6'],Olympia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28.621536,36.825909,Caunus,"Asia Minor (Asia)","Caria region",['polis'],['6.7.6'],NULL,https://pleiades.stoa.org/places/638796,NULL,https://wikidata.org/wiki/Q608095,NULL,NULL,NULL,NULL
21.3746,37.8917,"improvised altars in open space of Agora of Elis","Eleia Bk5 Bk6","Agora of Elis",['bomos'],['6.24.3'],"Agora of Elis",NULL,NULL,NULL,NULL,NULL,NULL,NULL
30.7,27.1,"Egypt (region)","Libya (Africa)","Roman empire","['major region']","['1.11.5','1.36.6','1.39.6','1.42.3','1.44.3','1.6.1','1.6.3','1.6.5','1.6.6','1.6.7','1.6.8','1.7.1','1.7.2','1.7.3','1.9.1','1.9.3','1.9.4','10.32.18','10.7.8','2.16.1','2.9.3','3.10.2','3.6.9','5.21.15','5.7.4','6.26.9','6.3.1','7.5.5','8.33.3']",NULL,https://pleiades.stoa.org/places/981503,NULL,https://wikidata.org/wiki/Q11768,NULL,NULL,NULL,NULL
21.62976,37.63887,"Temple of Hera at Olympia","Eleia Bk5 Bk6","Altis sacred grove (Olympia)",['naos'],"['5.13.8','5.15.7','5.16.1','5.17.1','5.17.3','5.20.1','5.20.4','5.27.11','6.1.3','6.19.1','6.19.12','6.19.8']",NULL,https://pleiades.stoa.org/places/584889481,https://topostext.org/place/376216SOHe,https://wikidata.org/wiki/Q633572,NULL,"Heraion of Olympia",NULL,NULL
22.45931,37.85932,Stymphalos,"Arcadia Bk8","Arcadia Bk8",['settlement'],"['2.24.6','5.10.9','6.7.10','8.13.5','8.22.1','8.22.2','8.22.3','8.22.6','8.22.7','8.22.8','8.23.1','8.4.6','9.11.6']",NULL,https://pleiades.stoa.org/places/570696,NULL,https://wikidata.org/wiki/Q2359730,NULL,NULL,NULL,NULL
15.75,38.25,"Kaikinos? (river)","Italia (Europe)","Italia (Europe)",['potamos'],['6.6.4'],NULL,https://pleiades.stoa.org/places/452348,NULL,NULL,NULL,NULL,NULL,NULL
21.374,37.89,"Altar of Eros at Gymnasium of Elis","Eleia Bk5 Bk6","Gymnasium of Elis",['bomos'],['6.23.3'],"Gymnasium of Elis",NULL,NULL,NULL,NULL,NULL,NULL,NULL
12.8249,37.58406,"Selinus in Sicily","Sicilia (island)","Sicilia (island)",['polis'],"['6.19.10','6.19.11']",NULL,https://pleiades.stoa.org/places/462489,NULL,https://wikidata.org/wiki/Q952173,NULL,"Selinous Selinunte",NULL,NULL
39,19.5,"Erythraeum Mare",NULL,"Ocean River",['thalassa'],"['1.33.4','6.26.9']",NULL,https://pleiades.stoa.org/places/39290,NULL,https://wikidata.org/wiki/Q1363807,NULL,"Arabicus Sinus, Red Sea",NULL,NULL
25.163105999999996,35.297847,"Knosos/Col. Iulia Nobilis Cnosos",Crete,Crete,['polis'],"['1.18.5','1.27.10','3.2.4','5.10.9','6.4.11','8.53.8']",NULL,https://pleiades.stoa.org/places/589872,NULL,https://wikidata.org/wiki/Q173527,NULL,NULL,NULL,NULL
21.707,37.649,"Parthenias (river)","Eleia Bk5 Bk6","Eleia Bk5 Bk6",['potamos'],['6.21.7'],NULL,https://pleiades.stoa.org/places/570565,NULL,https://wikidata.org/wiki/Q15148064,NULL,NULL,NULL,NULL
26.331240830000002,39.90055031,Troas,"Asia (continent)","Asia Minor (Asia)",['chora'],"['1.4.6','10.12.6','10.14.1','10.14.4','10.36.10','4.2.7','5.25.6','6.4.9']",NULL,https://pleiades.stoa.org/places/550944,NULL,https://wikidata.org/wiki/Q2454671,NULL,NULL,NULL,NULL
21.1449975,37.9346907,"Sanctuary of Asklepios at Kyllene","Eleia Bk5 Bk6",Kyllene,['Asclepieion'],['6.26.5'],Kyllene,NULL,NULL,https://wikidata.org/wiki/Q107031273,NULL,NULL,NULL,NULL
21.6311,37.639,"Treasury of the Byzantines at Olympia","Eleia Bk5 Bk6","Treasury terrace north of the Heraion, Olympia",['thesauros'],['6.19.9'],"Treasury terrace north of the Heraion, Olympia",NULL,NULL,https://wikidata.org/wiki/Q106956846,NULL,NULL,NULL,NULL
21.6336,37.637,"Taraxippos of Olympia at hippodrome, round altar","Eleia Bk5 Bk6","Hippodrome (Olympia)",['bomos'],"['6.20.15','6.20.19']","Hippodrome (Olympia)",NULL,NULL,https://wikidata.org/wiki/Q107031181,NULL,NULL,NULL,NULL
-6.947,37.258,"Carpia city of the Iberians",Europe,"Iberi (Spain)",['polis'],['6.19.3'],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.6336,37.637,"tomb of native at hippodrome of Olympia","Eleia Bk5 Bk6","Hippodrome (Olympia)",['mnema'],['6.20.16'],"Hippodrome (Olympia)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21.576,37.685,"Kytherios river (Eleia)","Eleia Bk5 Bk6","Eleia Bk5 Bk6",['potamos'],['6.22.7'],NULL,https://pleiades.stoa.org/places/570399,https://topostext.org/place/378218WKyt,https://wikidata.org/wiki/Q211852,NULL,Kytheros,NULL,NULL
21.707,37.649,"Tomb of the Horses of Marmax by the Parthenias river","Eleia Bk5 Bk6","Parthenias (river)",['mnema'],"['6.21.7','6.21.8']","Parthenias (river)",NULL,NULL,https://wikidata.org/wiki/Q107040555,https://resource.manto.unh.edu/10268883,NULL,NULL,NULL
21.374,37.89,"Sanctuary of Athena on acropolis of Elis","Eleia Bk5 Bk6","Acropolis of Elis",['hieron'],['6.26.3'],"Acropolis of Elis",NULL,https://topostext.org/place/378214SEAT,https://wikidata.org/wiki/Q107042178,NULL,NULL,NULL,NULL
15.27149,37.82124,"Naxos (Sicily)","Sicilia (island)","Sicilia (island)",['polis'],['6.13.8'],NULL,https://pleiades.stoa.org/places/462386,NULL,https://wikidata.org/wiki/Q1233293,NULL,NULL,NULL,NULL
16.824063,40.383868,"City Walls of Metapontion","Italia (Europe)",Metapontum,['teichos'],['6.19.11'],Metapontum,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24.28409,41.01316,"Krenides/Philippi/Col. Augusta Iulia Philippensis","Thrace (Europe)","Thrace (Europe)",['polis'],['6.4.10'],NULL,https://pleiades.stoa.org/places/501482,NULL,https://wikidata.org/wiki/Q379652,NULL,NULL,NULL,NULL
22.2,39.6,Thessalia,"Hellas (Europe)","Hellas (Europe)",['chora'],"['1.11.1','1.29.13','1.4.1','1.8.3','10.22.3','10.8.4','2.2.5','2.23.5','2.24.1','2.6.1','3.20.6','3.6.1','3.7.9','3.9.12','3.9.13','4.36.3','5.1.11','6.17.9','6.4.7','7.1.2','7.1.3','7.10.2','7.15.2','7.19.7','7.6.5','8.27.10','8.6.2','9.15.1','9.40.5','9.8.6']",NULL,https://pleiades.stoa.org/places/1332,NULL,https://wikidata.org/wiki/Q1247568,NULL,NULL,NULL,NULL
21.630126,37.637849,Olympia,"Eleia Bk5 Bk6","Pisa (Eleia)",['hieron'],"['1.28.1','1.35.6','1.44.1','10.14.5','10.37.4','10.38.8','10.7.5','10.9.4','2.11.8','2.5.7','2.7.2','3.8.3','3.8.4','3.8.5','4.31.6','5.1.4','5.1.7','5.10.1','5.10.3','5.10.4','5.10.5','5.10.7','5.10.9','5.11.10','5.11.4','5.11.9','5.12.4','5.12.5','5.12.8','5.13.1','5.13.10','5.13.9','5.14.1','5.14.2','5.14.4','5.15.12','5.15.3','5.16.8','5.17.5','5.2.3','5.2.5','5.20.6','5.21.16','5.23.3','5.23.6','5.24.4','5.24.6','5.24.8','5.25.12','5.25.13','5.25.4','5.25.5','5.25.7','5.26.1','5.26.4','5.26.5','5.26.7','5.27.1','5.27.2','5.27.9','5.4.4','5.4.5','5.4.6','5.4.7','5.4.8','5.5.3','5.6.1','5.6.7','5.6.8','5.7.1','5.7.10','5.7.6','5.7.9','5.8.1','5.8.2','5.8.5','5.8.6','5.9.1','5.9.4','6.1.6','6.10.2','6.10.4','6.10.8','6.12.4','6.12.5','6.12.6','6.12.7','6.12.8','6.13.11','6.13.2','6.13.3','6.13.5','6.13.6','6.13.8','6.14.1','6.14.10','6.14.13','6.14.2','6.14.3','6.14.5','6.15.1','6.15.2','6.15.3','6.15.6','6.15.9','6.16.1','6.16.4','6.16.5','6.16.8','6.16.9','6.17.2','6.17.7','6.18.1','6.18.2','6.18.7','6.19.1','6.19.10','6.19.14','6.19.4','6.2.10','6.2.2','6.2.6','6.20.14','6.20.19','6.20.2','6.20.7','6.21.2','6.22.5','6.22.7','6.23.1','6.23.6','6.3.11','6.3.14','6.3.15','6.3.2','6.3.9','6.4.11','6.4.2','6.4.5','6.4.6','6.4.9','6.5.7','6.6.1','6.6.3','6.6.5','6.7.10','6.7.3','6.7.8','6.8.1','6.8.2','6.8.3','6.8.6','6.9.3','7.17.13','7.17.14','7.17.6','7.23.5','7.27.5','7.27.6','7.6.4','8.1.2','8.19.1','8.42.9','8.48.1','8.48.2','8.50.3','8.54.3','9.23.1','9.7.5']",NULL,https://pleiades.stoa.org/places/570531,NULL,https://wikidata.org/wiki/Q38888,https://resource.manto.unh.edu/10217933,"Sanctuary of Olympian Zeus in Pisatis",NULL,NULL
21.63291462,37.6391184,"Olympia Stadium","Eleia Bk5 Bk6",Olympia,"['choma ges','stadion']","['5.14.9','5.16.3','5.21.15','5.21.2','5.22.1','6.19.15','6.20.10','6.20.8','6.20.9','9.23.1']",NULL,NULL,https://topostext.org/place/376216BOSt,https://wikidata.org/wiki/Q4357227,NULL,NULL,https://imperium.ahlfeldt.se/places/24219,NULL
22.8802,37.9054,"Corinth (Corinthia)","Corinthia Bk2","Corinthia Bk2",['polis'],"['1.27.10','1.27.9','1.29.11','1.37.5','1.39.4','1.44.10','1.44.6','10.11.6','10.5.3','10.8.5','10.9.10','2.1.1','2.1.2','2.1.6','2.15.1','2.2.2','2.2.4','2.2.5','2.2.6','2.28.8','2.3.1','2.3.10','2.3.11','2.3.5','2.3.7','2.31.9','2.4.3','2.4.4','2.4.6','2.5.1','2.5.5','2.6.1','2.7.2','2.8.4','2.8.5','3.10.1','3.5.7','4.17.5','5.10.5','5.17.5','6.2.2','7.14.1','7.14.2','7.14.5','7.15.10','7.16.4','7.16.7','7.27.6','7.6.7','7.7.6','7.8.1','7.8.2','9.26.2','9.6.4','9.9.4']",NULL,https://pleiades.stoa.org/places/570182,https://topostext.org/place/379229PKor,https://wikidata.org/wiki/Q1363688,NULL,Korinthos,NULL,NULL
21.630126,37.637849,"Treasury of the Metapontines at Olympia, next to Selinountines","Eleia Bk5 Bk6","Treasury terrace north of the Heraion, Olympia",['thesauros'],['6.19.11'],Olympia,NULL,NULL,https://wikidata.org/wiki/Q106956850,NULL,NULL,NULL,NULL
26.5,41,"Teichos Aratou, fort in Thracian Chersonnese","Thrace (Europe)","Thrace (Europe)",['teichos'],['6.19.6'],"Thrace (Europe)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22.5403,39.38533,"Theater of Skotoussa in Thessaly","Hellas (Europe)","Skotoussa (Thessaly)",['theatron'],['6.5.2'],"Skotoussa (Thessaly)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22.973,37.928,"Isthmus of Corinth","Corinthia Bk2","Corinthia Bk2",['chora'],"['1.25.4','1.27.10','1.44.8','10.5.3','2.1.4','2.1.5','2.1.6','2.1.7','2.15.1','2.2.2','2.2.3','2.29.7','2.5.7','2.8.5','3.21.6','3.9.1','4.9.2','5.2.1','5.3.6','6.13.10','7.15.11','7.16.1','7.27.5','7.6.7','7.7.2','8.1.1','8.48.2','8.5.1','8.5.6']",NULL,https://pleiades.stoa.org/places/570317,https://topostext.org/place/379230LIst,https://wikidata.org/wiki/Q215200,NULL,NULL,NULL,NULL
